,title,artist/s,danceability,energy,key,loudness,mode,speechiness,acousticness,valence,tempo,duration_ms,time_signature
0,결혼을 할거라면,Cool,0.762,0.86,11,-4.58,1,0.0524,0.314,0.96,142.06,220762,4
1,너의 결혼식 Wedding,SHINHWA,0.816,0.886,10,-2.86,0,0.18,0.0216,0.823,108.045,206733,4
2,태양을 피하는 방법 How to Run From the Sun (Gtr.Remix),Rain,0.829,0.541,10,-7.602,0,0.0601,0.389,0.41,90.0,231173,4
3,Atlantis Princess,BoA,0.738,0.919,7,-4.126,0,0.0442,0.164,0.866,110.049,224373,4
4,애송이,Lexy,0.887,0.697,7,-3.146,0,0.0323,0.037,0.947,109.019,231493,4
5,Without Your Love,JTL,0.707,0.932,11,-3.372,0,0.0441,0.00988,0.557,134.007,254320,4
6,Music (Alternate Version),"Bada, Various Artists",0.751,0.96,10,-2.969,1,0.0333,0.0448,0.738,120.0,214653,4
7,Come Back To Me,SE7EN,0.768,0.565,10,-6.668,1,0.0273,0.309,0.796,131.987,246333,4
8,놀러와,Loveholic,0.717,0.515,5,-6.38,1,0.0437,0.37,0.672,120.061,185156,4
9,Snowman,Jang Na-ra,0.774,0.664,7,-4.871,1,0.0708,0.222,0.803,90.708,185152,4
10,Break Away,BIG MAMA,0.727,0.721,10,-4.676,0,0.0559,0.207,0.815,84.998,260627,4
11,Soju Hanjan,Lim Changjung,0.349,0.44,11,-6.3,1,0.0316,0.273,0.117,149.795,290960,4
12,정말 사랑했을까,BROWN EYED SOUL,0.469,0.507,7,-6.222,1,0.0299,0.517,0.12,66.033,272387,4
13,보고싶다,Kim Bum Soo,0.478,0.268,5,-11.44,1,0.0297,0.732,0.162,127.9,243722,4
14,차마...,Sung Si Kyung,0.354,0.37,0,-7.533,1,0.0301,0.817,0.195,139.991,252907,4
15,그랬나봐,김형중,0.601,0.726,8,-4.139,1,0.0345,0.143,0.288,134.025,269833,4
16,Stay,NELL,0.383,0.845,6,-3.732,1,0.0487,0.0214,0.538,179.959,219000,4
17,Loveholic,Loveholic,0.531,0.833,2,-4.259,1,0.0393,0.0433,0.433,136.212,219376,4
18,고백,DELISPICE,0.473,0.644,6,-4.447,1,0.027,0.0588,0.24,79.617,323532,4
19,I Swear (To God),Tyler Childers,0.59,0.572,4,-4.684,1,0.0266,0.843,0.924,89.721,200493,4
20,With Me,Realslow,0.621,0.674,0,-5.775,0,0.0491,0.312,0.641,86.031,210293,4
21,DJ (Feat. PSY For Yamazone),Park Ji Yoon,0.854,0.922,11,-4.723,0,0.224,0.0341,0.844,108.068,202067,4
22,Missing you,FLY TO THE SKY,0.568,0.634,0,-4.818,1,0.0404,0.541,0.299,133.829,272662,4
23,Wedding invitation,Kim Gun Mo,0.603,0.257,7,-9.576,0,0.033,0.803,0.137,113.991,226347,4
24,If You Comeback,Gummy,0.476,0.487,6,-4.519,1,0.0361,0.32,0.123,135.555,288693,4
25,Goodbye,Lee Soo Young,0.688,0.73,4,-6.381,0,0.0282,0.305,0.58,95.038,215432,4
26,피아노 : Originally Performed By 조성모 Karaoke Verison,코케,0.386,0.326,0,-15.875,1,0.0377,0.0625,0.039,132.021,267890,4
27,데스페라도 (Desperdo) [In the Style of Position] - Karaoke,Groove Edition,0.654,0.294,10,-11.083,0,0.0387,0.0696,0.159,115.972,267520,4
28,Try to Remember (In the Style of Sung Si Kyung) - Karaoke,Groove Edition,0.577,0.266,7,-9.008,1,0.0283,0.503,0.198,132.007,291344,4
