,title,artist/s,danceability,energy,key,loudness,mode,speechiness,acousticness,valence,tempo,duration_ms,time_signature
0,FAKE LOVE,BTS,0.557,0.719,2,-4.515,0,0.0372,0.00267,0.344,77.501,242334,4
1,DDU-DU DDU-DU,BLACKPINK,0.671,0.859,4,-3.922,0,0.0833,0.0313,0.39,139.931,209355,4
2,Regular - English Version,NCT 127,0.741,0.747,9,-5.459,0,0.0956,0.263,0.831,134.039,219107,4
3,Bad Boy,Red Velvet,0.714,0.736,2,-3.801,1,0.0457,0.191,0.814,149.985,210818,4
4,LOVE SCENARIO,iKON,0.806,0.707,7,-4.623,1,0.0307,0.331,0.746,118.009,209648,4
5,La Vie en Rose - Japanese Ver.,IZ*ONE,0.605,0.927,2,-2.085,0,0.0711,0.0784,0.694,115.932,221543,4
6,BOOMERANG,Wanna One,0.729,0.913,1,-2.749,1,0.0781,0.0292,0.73,99.966,183475,4
7,Tempo,EXO,0.686,0.842,0,-4.423,1,0.1,0.237,0.519,115.944,224483,4
8,EVERYDAY,WINNER,0.857,0.6,7,-4.712,1,0.0705,0.289,0.711,120.023,206351,4
9,HANN (Alone),(G)I-DLE,0.709,0.718,6,-3.315,0,0.0312,0.059,0.24,104.971,205820,4
10,Shoot Out,Monsta X,0.613,0.868,6,-2.792,0,0.143,0.0599,0.394,165.133,207173,4
11,District 9,Stray Kids,0.646,0.954,9,-1.899,1,0.18,0.017,0.512,90.017,213587,4
12,favOriTe,LOONA,0.59,0.941,4,-1.497,0,0.0555,0.00841,0.581,98.986,194254,4
13,Roller Coaster,CHUNG HA,0.633,0.907,6,-1.459,0,0.048,0.317,0.74,130.001,212136,4
14,SOLO,JENNIE,0.752,0.642,3,-5.165,0,0.0869,0.0861,0.388,95.043,169567,4
15,Dejavu,NU'EST W,0.638,0.656,8,-5.074,0,0.188,0.249,0.53,107.867,199891,4
16,Jenga (feat. Gaeko),"HEIZE, Gaeko",0.711,0.73,1,-4.979,0,0.0436,0.269,0.604,93.015,210158,4
17,LOVE BOMB,fromis_9,0.625,0.931,6,-1.885,0,0.151,0.138,0.863,154.061,199965,4
18,Baby Don’t Stop,"NCT, NCT U",0.827,0.739,8,-6.391,1,0.0744,0.0214,0.352,95.999,183020,4
19,seoul (prod. HONNE),RM,0.587,0.664,0,-8.63,1,0.0645,0.344,0.453,99.8,275955,4
20,POP/STARS,"K/DA, Madison Beer, (G)I-DLE, Jaira Burns, League of Legends",0.566,0.769,7,-4.342,1,0.0872,0.0183,0.385,170.036,191100,4
21,FLOWER ROAD,BIGBANG,0.71,0.654,1,-4.765,0,0.0858,0.124,0.624,94.862,228632,4
22,데리러 가 Good Evening,SHINee,0.678,0.809,8,-4.162,1,0.0598,0.0383,0.561,119.979,223515,4
23,I Love You,EXID,0.695,0.832,9,-3.455,0,0.0288,0.000371,0.249,111.997,194699,4
24,Look,GOT7,0.643,0.913,5,-1.724,0,0.157,0.113,0.734,119.938,194535,4
25,Not That Type,gugudan,0.729,0.922,7,-2.133,1,0.122,0.0888,0.745,110.044,191994,4
26,FIANCÉ,MINO,0.664,0.737,5,-3.911,1,0.0304,0.026,0.505,139.904,207987,4
27,Way Back Home,SHAUN,0.745,0.739,10,-4.591,1,0.0327,0.405,0.556,99.913,214137,4
28,What is Love,TWICE,0.574,0.909,8,-1.573,1,0.0658,0.0987,0.569,169.966,208240,4
29,YOU AND I,Dreamcatcher,0.637,0.827,11,-2.669,0,0.0718,0.0794,0.518,96.997,195016,4
30,Turn It On 불을 켜,LABOUM,0.714,0.82,9,-3.73,1,0.0894,0.193,0.683,93.019,210683,4
31,dayfly,"DEAN, SULLI, Rad Museum",0.726,0.492,10,-8.046,0,0.0794,0.566,0.526,85.939,207113,4
32,Hello Tutorial,"Zion.T, 슬기 (SEULGI)",0.739,0.348,0,-7.477,1,0.0613,0.675,0.498,98.047,202343,4
33,Something New,TAEYEON,0.679,0.88,6,-2.344,0,0.239,0.15,0.789,98.022,200440,4
34,Pirate King,ATEEZ,0.507,0.946,3,-3.845,0,0.124,0.0427,0.494,173.004,195990,4
35,NEVERLAND,Holland,0.759,0.539,4,-7.573,1,0.301,0.0315,0.35,83.996,222929,4
36,Lo Siento,"SUPER JUNIOR, Leslie Grace, Play-N-Skillz",0.746,0.738,9,-3.67,1,0.207,0.0705,0.63,94.808,226184,4
37,Bar Code (Prod. GroovyRoom),"HAON, VINXEN",0.805,0.764,9,-5.275,1,0.219,0.263,0.298,105.016,222898,4
38,SEE SEA,Hyolyn,0.649,0.817,10,-2.974,0,0.0345,0.0753,0.601,118.023,200125,4
39,The Hardest Part,Roy Kim,0.4,0.274,5,-7.832,1,0.037,0.905,0.269,136.804,258323,4
40,"ONE SHOT, TWO SHOT",BoA,0.804,0.679,7,-5.82,0,0.067,0.24,0.483,119.948,210880,4
41,Tale 동화,MeloMance,0.682,0.43,8,-5.287,1,0.0331,0.762,0.526,99.97,227054,4
42,Mattress,10cm,0.735,0.49,0,-5.659,1,0.151,0.713,0.546,93.359,170755,4
43,I PROMISE YOU (I.P.U.) - Special Theme Track,Wanna One,0.651,0.831,8,-3.684,1,0.0437,0.104,0.743,130.046,220529,4
44,End of The Night,Punch,0.537,0.589,6,-5.954,0,0.0535,0.516,0.252,82.545,201566,4
45,Glass 유리,MeloMance,0.388,0.25,5,-8.132,1,0.0317,0.959,0.221,123.353,255027,4
46,Spring Breeze,Wanna One,0.633,0.792,3,-3.202,1,0.0296,0.0908,0.368,107.963,235869,4
47,Sound of Winter,Park Hyo Shin,0.275,0.248,1,-10.831,1,0.0309,0.762,0.117,140.947,411713,3
48,There has never been a day I haven't loved you,Lim Changjung,0.548,0.678,5,-3.371,1,0.049,0.484,0.291,143.841,243059,4
49,Hi High,LOONA,0.669,0.919,7,-2.262,0,0.0711,0.0357,0.538,96.955,196864,4
50,Forever Young,BLACKPINK,0.592,0.961,4,-1.807,1,0.096,0.0423,0.508,109.826,237077,4
51,IDOL,"BTS, Nicki Minaj",0.709,0.857,9,-3.394,1,0.0881,0.00219,0.446,126.038,260234,4
52,Euphoria,BTS,0.637,0.799,2,-4.519,1,0.0338,0.394,0.562,104.995,228615,4
53,Power Up,Red Velvet,0.732,0.934,8,-4.618,1,0.144,0.0774,0.898,159.998,202040,4
54,HELP ME,NU'EST W,0.441,0.774,3,-5.202,0,0.0423,0.00699,0.359,152.01,210391,4
55,Magic Shop,BTS,0.541,0.661,1,-5.838,1,0.0889,0.103,0.285,149.926,275696,4
56,Dance The Night Away,TWICE,0.709,0.861,0,-2.905,1,0.0941,0.106,0.779,118.089,180800,4
57,KILLING ME,iKON,0.762,0.672,9,-5.277,0,0.073,0.463,0.507,128.001,193734,4
58,Anpanman,BTS,0.813,0.875,1,-2.92,0,0.0918,0.0237,0.756,99.004,232966,4
59,Daydream (백일몽),j-hope,0.748,0.961,8,-6.518,0,0.0875,0.00512,0.856,116.037,228759,4
60,BOSS,"NCT, NCT U",0.787,0.543,10,-6.7,0,0.037,0.0233,0.332,99.026,210641,4
61,Rumor,H.I.N.P (Hot Issue of Ntl. Producers),0.744,0.858,9,-3.015,0,0.0922,0.134,0.61,101.929,197077,4
62,PICK ME,PRODUCE 48,0.648,0.863,6,-3.913,1,0.0486,0.0221,0.606,128.038,279423,4
63,Lady,EXID,0.705,0.952,1,-2.896,0,0.0489,0.0337,0.633,107.001,190502,4
64,Lil’ Touch,Girls' Generation-Oh!GG,0.791,0.789,11,-4.694,0,0.104,0.0114,0.669,112.11,189846,4
65,YES or YES,TWICE,0.702,0.913,11,-2.977,1,0.0374,0.0514,0.735,137.981,237680,4
66,We Go Up,NCT DREAM,0.893,0.77,8,-4.692,1,0.107,0.0138,0.349,122.067,183293,4
67,SoulMate (feat. IU),"ZICO, IU",0.855,0.58,5,-6.951,1,0.141,0.234,0.518,96.998,219391,4
68,빛이 나 Shinin',JONGHYUN,0.741,0.853,0,-2.873,1,0.129,0.453,0.731,115.085,172372,4
69,Love U,CHUNG HA,0.774,0.92,8,-0.513,0,0.0694,0.333,0.685,120.039,190921,4
70,Wow Thing,"SEULGI, CHUNG HA, SinB, JEON SOYEON",0.703,0.894,5,-3.52,0,0.281,0.115,0.737,104.043,171998,4
71,Light,Wanna One,0.682,0.93,1,-2.52,0,0.119,0.214,0.727,139.93,209510,4
72,My Pace,Stray Kids,0.682,0.831,11,-4.234,0,0.253,0.0569,0.785,155.12,189325,4
73,Shoot Me,DAY6,0.583,0.916,1,-1.396,1,0.149,0.0683,0.732,167.933,175837,4
74,Woman,BoA,0.82,0.575,5,-4.385,0,0.0832,0.0725,0.788,107.024,170368,4
75,Only Then,Roy Kim,0.42,0.314,6,-7.368,1,0.0324,0.798,0.192,128.412,248836,4
76,SObeR,Suzy,0.962,0.788,1,-5.662,1,0.141,0.0529,0.825,119.974,186707,4
