,title,artist/s,danceability,energy,key,loudness,mode,speechiness,acousticness,valence,tempo,duration_ms,time_signature
0,MORE & MORE,TWICE,0.739,0.841,5,-4.162,1,0.06,0.0312,0.562,106.99,199653,4
1,Dynamite,BTS,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.737,114.044,199054,4
2,How You Like That,BLACKPINK,0.828,0.782,11,-4.014,1,0.0918,0.0694,0.351,130.013,181264,4
3,WANNABE,ITZY,0.809,0.911,6,-4.41,0,0.0617,0.00795,0.64,122.035,191242,4
4,Any song,ZICO,0.874,0.787,10,-2.416,0,0.129,0.118,0.896,108.007,227227,4
5,DUN DUN,EVERGLOW,0.692,0.881,11,-2.563,0,0.0461,0.0457,0.433,103.055,192280,4
6,ON,BTS,0.583,0.817,9,-5.146,0,0.0987,0.118,0.438,105.936,246381,4
7,Not Shy,ITZY,0.776,0.911,2,-3.08,0,0.131,0.155,0.56,101.027,177728,4
8,Lovesick Girls,BLACKPINK,0.654,0.707,6,-5.661,1,0.0664,0.00559,0.448,127.97,194765,4
9,FIESTA,IZ*ONE,0.758,0.927,7,-2.105,1,0.0537,0.062,0.738,122.999,217760,4
10,Left & Right,SEVENTEEN,0.725,0.823,6,-3.868,0,0.115,0.132,0.958,149.994,201773,4
11,I CAN'T STOP ME,TWICE,0.657,0.88,10,-3.672,0,0.102,0.121,0.769,150.084,205493,4
12,Ice Cream (with Selena Gomez),"BLACKPINK, Selena Gomez",0.791,0.733,9,-3.852,1,0.35,0.0305,0.913,159.974,175813,4
13,Black Swan,BTS,0.719,0.758,2,-5.167,0,0.0851,0.137,0.49,147.023,198261,4
14,Life Goes On,BTS,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.45,81.068,207481,4
15,eight(Prod.&Feat. SUGA of BTS),"IU, SUGA",0.676,0.869,1,-1.573,1,0.0423,0.115,0.594,120.029,167573,4
16,Daechwita,Agust D,0.65,0.827,8,-4.014,1,0.0599,0.0229,0.223,144.995,225668,4
17,Oh my god,(G)I-DLE,0.794,0.762,4,-3.525,0,0.0392,0.0358,0.482,109.97,195867,4
18,MORE & MORE,TWICE,0.739,0.841,5,-4.162,1,0.06,0.0312,0.562,106.99,199653,4
19,Secret Story of the Swan - Japanese Version,IZ*ONE,0.69,0.934,7,-0.975,0,0.0775,0.108,0.711,102.985,192320,4
20,Make A Wish (Birthday Song),NCT U,0.732,0.795,8,-2.263,1,0.1,0.0632,0.693,100.954,229400,4
21,Monster,Red Velvet - IRENE & SEULGI,0.631,0.748,4,-2.569,0,0.0488,0.212,0.351,115.665,178413,4
22,God’s Menu,Stray Kids,0.689,0.771,5,-3.618,1,0.0548,0.00776,0.482,157.052,167922,4
23,Kick It,NCT 127,0.681,0.847,7,-2.462,1,0.0869,0.0306,0.507,167.031,233013,4
24,Candy,BAEKHYUN,0.649,0.767,11,-3.838,0,0.0455,0.24,0.608,149.918,227173,4
25,Black Mamba,aespa,0.52,0.915,2,-2.862,1,0.103,0.0618,0.5,90.069,174933,4
26,Feel Special,TWICE,0.708,0.959,1,-1.338,1,0.0604,0.0296,0.644,128.981,206867,4
27,FANCY,TWICE,0.697,0.874,5,-2.15,0,0.0449,0.0122,0.775,132.018,213880,4
28,Dolphin,OH MY GIRL,0.858,0.68,4,-4.531,1,0.0795,0.171,0.621,113.993,176773,4
29,Bet You Wanna,"BLACKPINK, Cardi B",0.541,0.688,7,-5.184,1,0.198,0.00479,0.649,109.843,159168,4
30,pporappippam 보라빛 밤,SUNMI,0.714,0.828,1,-4.68,0,0.0428,0.0513,0.318,120.014,206617,4
31,舞い落ちる花びら(Fallin' Flower),SEVENTEEN,0.641,0.85,9,-4.76,0,0.229,0.348,0.674,141.877,212333,4
32,Ridin',NCT DREAM,0.549,0.903,1,-1.483,0,0.045,0.178,0.513,150.009,201773,4
33,Maria,Hwa Sa,0.658,0.749,9,-2.967,0,0.0634,0.238,0.442,128.909,199027,4
34,Stay Tonight,CHUNG HA,0.625,0.831,2,-2.186,0,0.056,0.203,0.491,121.025,217239,4
35,HOME;RUN,SEVENTEEN,0.687,0.942,2,-2.817,1,0.0741,0.0613,0.765,96.106,184427,4
36,THE BADDEST,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",0.676,0.857,10,-4.368,0,0.0438,0.0215,0.717,149.981,162600,4
37,Answer,ATEEZ,0.565,0.903,7,-1.918,1,0.0499,0.0746,0.54,97.968,219760,4
38,Nonstop,OH MY GIRL,0.753,0.91,0,-2.591,1,0.0517,0.171,0.825,123.983,202760,4
39,LA DI DA,EVERGLOW,0.477,0.85,3,-1.486,0,0.0911,0.00108,0.601,163.845,210893,4
40,Panorama,IZ*ONE,0.726,0.963,9,-1.111,0,0.0916,0.0429,0.769,126.062,222853,4
41,0415,Yerin Baek,0.831,0.6,0,-8.71,1,0.0602,0.134,0.378,119.984,264307,4
42,NOT BY THE MOON,GOT7,0.549,0.813,5,-4.828,0,0.148,0.0556,0.544,151.813,204702,4
43,IDEA (理想),TAEMIN,0.48,0.813,10,-5.437,0,0.0575,0.00456,0.7,120.888,193547,4
44,One (Monster & Infinity),SuperM,0.51,0.894,0,-2.649,1,0.149,0.0259,0.382,160.061,221040,4
45,Apple,GFRIEND,0.641,0.932,9,-4.877,1,0.156,0.0156,0.253,119.965,207252,4
46,Bon voyage,YooA,0.703,0.889,2,-3.537,1,0.0509,0.307,0.273,119.793,219587,4
47,BOY,TREASURE,0.757,0.791,6,-5.731,0,0.0476,0.0526,0.67,110.062,196667,4
48,Obliviate,Lovelyz,0.68,0.904,10,-2.056,0,0.117,0.287,0.602,117.995,202107,4
49,YESSIR,3YE,0.681,0.975,4,-1.438,0,0.0646,0.0626,0.726,94.998,198493,4
