,title,artist/s,danceability,energy,key,loudness,mode,speechiness,acousticness,valence,tempo,duration_ms,time_signature
0,DNA,BTS,0.598,0.775,1,-4.035,0,0.0545,0.022,0.687,129.819,223123,4
1,Ko Ko Bop,EXO,0.749,0.85,0,-4.346,1,0.0468,0.0319,0.672,145.983,190423,4
2,Energetic,Wanna One,0.714,0.886,0,-3.076,1,0.0461,0.058,0.752,125.046,189356,4
3,As If It's Your Last,BLACKPINK,0.786,0.852,8,-2.687,1,0.0813,0.0687,0.455,125.036,213264,4
4,Red Flavor,Red Velvet,0.709,0.917,9,-3.315,1,0.189,0.0409,0.515,125.042,191139,4
5,Likey,TWICE,0.723,0.903,4,-1.262,0,0.033,0.413,0.443,132.006,207813,4
6,"무제(無題) (Untitled, 2014)",G-DRAGON,0.583,0.461,4,-5.153,1,0.0321,0.785,0.263,79.826,222868,4
7,NEVER,Sons of People,0.693,0.844,0,-2.257,0,0.0578,0.617,0.717,110.012,196853,3
8,Artist,ZICO,0.875,0.855,11,-4.561,1,0.242,0.138,0.874,117.998,192827,4
9,DINOSAUR,AKMU,0.767,0.755,11,-3.938,0,0.03,0.303,0.631,120.978,240572,4
10,Complex,"Zion.T, DJ Dopsh, G-DRAGON",0.82,0.458,0,-10.207,1,0.369,0.576,0.546,95.015,207493,4
11,Dark Clouds,"HEIZE, nafla",0.893,0.714,1,-5.428,1,0.0444,0.0693,0.832,104.975,167944,4
12,Why Don’t You Know,"CHUNG HA, Nucksal",0.703,0.923,9,-0.962,0,0.148,0.32,0.623,100.038,198420,4
13,Fine,TAEYEON,0.36,0.565,7,-4.898,1,0.0608,0.358,0.311,173.281,209157,4
14,REALLY REALLY,WINNER,0.765,0.77,2,-3.16,1,0.0592,0.167,0.581,103.005,203057,4
15,We Are,"Woo, Loco, GRAY",0.756,0.808,7,-3.272,1,0.0752,0.147,0.685,100.018,196020,4
16,DDD,EXID,0.718,0.794,11,-2.877,0,0.0703,0.0806,0.751,114.285,205821,4
17,Yes I Am,MAMAMOO,0.737,0.894,0,-2.779,1,0.254,0.14,0.648,120.115,211660,4
18,Phonecert,10cm,0.858,0.481,9,-3.649,1,0.104,0.391,0.773,107.96,197504,4
19,Come Over,"DEAN, Yerin Baek",0.496,0.63,6,-7.849,0,0.186,0.0747,0.318,168.225,266137,4
20,HOME IS FAR AWAY,"Epik High, OHHYUK",0.78,0.858,7,-6.331,0,0.128,0.357,0.5,93.984,291002,4
21,I LUV IT,PSY,0.874,0.764,5,-3.397,0,0.0488,0.029,0.887,124.954,188976,4
22,Beautiful,Wanna One,0.507,0.855,0,-3.62,1,0.15,0.415,0.391,159.808,196799,4
23,Don't Know You,HEIZE,0.699,0.562,4,-5.573,0,0.253,0.213,0.471,104.995,189410,4
24,Knock Knock,TWICE,0.672,0.968,1,-2.636,0,0.131,0.0243,0.473,129.971,195747,4
25,Open Up,Knock,0.563,0.815,5,-3.096,1,0.0391,0.0522,0.602,145.923,210547,4
26,Last Goodbye,AKMU,0.665,0.537,0,-4.65,1,0.0267,0.146,0.271,116.995,283800,4
27,LOVE ME LOVE ME,WINNER,0.754,0.816,9,-4.46,0,0.0694,0.0851,0.746,105.993,217309,4
28,LOVE STORY,"Epik High, IU",0.729,0.864,6,-4.957,1,0.104,0.561,0.761,92.982,236269,4
29,Burn It Up,Wanna One,0.642,0.849,11,-3.266,0,0.0563,0.0461,0.601,127.923,214942,4
30,New Face,PSY,0.836,0.728,0,-3.449,0,0.0563,0.0079,0.444,131.969,190234,4
31,It's Me (Pick Me),PRODUCE 101,0.505,0.963,7,-1.316,1,0.0573,0.0261,0.627,128.059,247311,4
32,Rookie,Red Velvet,0.683,0.938,8,-3.723,0,0.288,0.0888,0.868,164.1,197638,4
33,The Song,Zion.T,0.815,0.613,7,-5.009,1,0.0323,0.716,0.46,94.979,216627,4
34,WAKE ME UP,TAEYANG,0.577,0.513,10,-5.996,1,0.0292,0.0298,0.195,78.014,199458,4
35,"You, Clouds, Rain","HEIZE, Shin Yong Jae",0.509,0.502,1,-6.972,0,0.0915,0.765,0.341,79.16,205312,4
36,I Will Go To You Like the First Snow,AILEE,0.497,0.431,5,-4.755,0,0.0287,0.66,0.167,133.675,229678,4
37,Peek-A-Boo,Red Velvet,0.839,0.902,1,-3.612,0,0.0536,0.0868,0.639,114.953,189050,4
38,Never Ever,GOT7,0.794,0.835,5,-2.043,0,0.0961,0.266,0.771,101.039,194408,4
39,無限的我 무한적아; LIMITLESS,NCT 127,0.614,0.747,5,-5.655,0,0.0743,0.00934,0.538,78.216,247467,4
40,Holiday,Girls' Generation,0.709,0.867,1,-3.258,1,0.0672,0.0406,0.877,120.022,199563,4
41,Goodbye,2NE1,0.644,0.488,1,-4.042,1,0.0331,0.329,0.489,151.544,231445,4
42,Power,EXO,0.657,0.943,7,-3.031,1,0.0856,0.0315,0.76,127.958,222406,4
43,Shangri-La,VIXX,0.39,0.733,6,-3.513,0,0.174,0.155,0.511,77.59,202268,4
44,BLING BLING,iKON,0.781,0.94,2,-3.779,1,0.0669,0.069,0.537,125.009,219225,4
45,MOVE,TAEMIN,0.697,0.713,8,-5.273,0,0.115,0.0153,0.667,99.964,211949,4
46,YESTERDAY,Block B,0.63,0.868,8,-3.472,0,0.157,0.0813,0.854,141.905,168919,4
47,We Young,NCT DREAM,0.712,0.857,0,-4.194,1,0.0414,0.0579,0.338,123.041,224467,4
48,반드시 웃는다 I Smile,DAY6,0.48,0.858,4,-3.091,1,0.0336,0.00513,0.25,123.928,227159,4
49,Yes No Maybe,Suzy,0.633,0.781,1,-4.047,1,0.121,0.241,0.497,164.817,186987,4
